species_id	representative	MGnify_accession	species_closest	ani_closest	gtpro_kmer_counts	phyeco_marker_counts	phyeco_pass_ratio	pangene_counts	genome_counts	Genome_type	Length	N_contigs	N50	GC_content	Completeness	Contamination	Lineage	Continent
102143	GUT_GENOME130774	MGYG-HGUT-02143	101824	87.84675	79898	15	1	61267	211	MAG	2135856	70	53410	61.03	94.88	0.67	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__	North America
102144	GUT_GENOME130814	MGYG-HGUT-02144	104004	84.83905	NA	15	1	28083	60	MAG	1750876	54	54001	61	87.12	0.67	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__	North America
102145	GUT_GENOME131073	MGYG-HGUT-02145	102376	86.69585	NA	15	0.866666666666667	4802	6	MAG	2539580	52	75377	51.95	95.32	2.24	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea phocaeense	North America
102146	GUT_GENOME131079	MGYG-HGUT-02146	102876	78.88345	NA	15	1	2920	6	MAG	1965168	20	461160	39.36	97.87	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__CAG-145;s__CAG-145 sp003150015	North America
102147	GUT_GENOME131084	MGYG-HGUT-02147	NA	NA	NA	15	1	1895	3	MAG	1546998	368	4776	43.41	79.56	0.22	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	North America
102148	GUT_GENOME131085	MGYG-HGUT-02148	103834	77.7209	NA	15	1	4113	1	MAG	4597814	78	82138	48.84	96.39	0.19	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__	North America
102149	GUT_GENOME131087	MGYG-HGUT-02149	103326	82.51765	NA	15	1	4262	6	MAG	2886615	81	82177	42.51	98.33	0.96	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp003287895	North America
102150	GUT_GENOME131672	MGYG-HGUT-02150	NA	NA	NA	10	1	1766	1	MAG	1960881	611	3596	49.45	66.99	2.01	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__	Europe
102151	GUT_GENOME131678	MGYG-HGUT-02151	NA	NA	NA	9	1	2077	2	MAG	2122196	581	4141	62.8	78.92	1.37	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__;s__	Europe
102152	GUT_GENOME131689	MGYG-HGUT-02152	104557	85.4986	49648	15	1	16655	51	MAG	2803193	96	52392	61.37	94.97	0.49	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA5446;s__	Europe
102153	GUT_GENOME131708	MGYG-HGUT-02153	101055	94.05865	NA	15	0.933333333333333	2146	2	MAG	2088771	40	130664	35.44	91.45	0.85	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__CAG-484;s__CAG-484 sp000431315	Europe
102154	GUT_GENOME131843	MGYG-HGUT-02154	101716	86.5489	NA	15	1	2669	2	MAG	2646561	60	80678	59.98	94.97	0.94	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA5446;s__	Europe
102155	GUT_GENOME131908	MGYG-HGUT-02155	104143	86.18435	36478	15	1	13579	64	MAG	2379587	59	71516	58.9	97.96	0.68	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__	Europe
102156	GUT_GENOME132069	MGYG-HGUT-02156	101824	92.73575	NA	15	0.933333333333333	3029	7	MAG	2194494	97	33027	62.05	92.28	2.2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__	Europe
102157	GUT_GENOME132077	MGYG-HGUT-02157	103177	84.01065	NA	15	1	5896	12	MAG	2499032	76	49653	51.55	97.74	0.44	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__K10;s__K10 sp001689515	Europe
102158	GUT_GENOME132078	MGYG-HGUT-02158	103933	79.1216	NA	14	1	5910	9	MAG	2806718	84	50868	58.37	99.41	0	d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio desulfuricans_A	Europe
102159	GUT_GENOME132185	MGYG-HGUT-02159	102194	89.2206	NA	15	1	2673	3	MAG	2536943	91	41779	50.59	96.64	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	Europe
102160	GUT_GENOME132202	MGYG-HGUT-02160	100897	83.71605	15834	3	1	3905	18	Isolate	1931651	1	1931651	41.26	98.79	0.81	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus_A;s__Methanomassiliicoccus_A intestinalis	Europe
102161	GUT_GENOME132203	MGYG-HGUT-02161	NA	NA	NA	4	1	2631	2	Isolate	2620233	26	167531	60.48	98.39	0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus;s__Methanomassiliicoccus luminyensis	NA
102162	GUT_GENOME132204	MGYG-HGUT-02162	103516	80.5307	NA	4	1	2291	1	Isolate	2083509	60	88069	27.77	96.8	0	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A oralis	NA
102163	GUT_GENOME132205	MGYG-HGUT-02163	102446	93.475	17162	13	0.538461538461538	75988	799	Isolate	1727775	25	1043555	31.28	100	0	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A smithii	North America
102164	GUT_GENOME132206	MGYG-HGUT-02164	104563	79.9711	NA	5	0.6	3376	17	Isolate	1767403	1	1767403	27.63	97.6	0	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__Methanosphaera stadtmanae	NA
102165	GUT_GENOME132314	MGYG-HGUT-02165	101782	81.17645	NA	15	1	2317	7	MAG	1948134	81	35619	34.87	88.89	2.14	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag1;s__	Europe
102166	GUT_GENOME133022	MGYG-HGUT-02166	104601	91.847	22774	13	1	28545	98	MAG	1368396	23	117415	24.98	93.82	0.56	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-433;g__CAG-433;s__CAG-433 sp000433675	Europe
102167	GUT_GENOME133171	MGYG-HGUT-02167	100434	77.2371	NA	13	1	1805	6	MAG	982109	125	12878	30.28	87.3	1.12	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__CAG-611;s__	Europe
102168	GUT_GENOME133372	MGYG-HGUT-02168	NA	NA	NA	15	1	4828	4	MAG	3553249	170	38233	46.81	97.68	1.9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	Europe
102169	GUT_GENOME133452	MGYG-HGUT-02169	NA	NA	NA	15	1	4677	15	MAG	1570892	52	45561	45.72	93.95	0.2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-314;g__CAG-1435;s__CAG-1435 sp000433775	Europe
102170	GUT_GENOME133538	MGYG-HGUT-02170	103074	85.78875	NA	15	1	2574	2	MAG	2623587	307	12772	47.34	91.33	2.53	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__	Europe
102171	GUT_GENOME133541	MGYG-HGUT-02171	100243	89.3444	NA	15	0.933333333333333	6559	9	MAG	3793747	157	37026	43.02	92.66	2.04	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_B;s__Bacteroides_B sp002493165	Europe
102172	GUT_GENOME133558	MGYG-HGUT-02172	100472	84.54565	NA	13	1	1499	3	MAG	1113575	31	85959	35.69	81.52	1.61	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__;g__;s__	Europe
102173	GUT_GENOME133816	MGYG-HGUT-02173	NA	NA	NA	15	1	2097	5	MAG	1557441	30	77824	42.56	91.48	0.56	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-917;g__CAG-917;s__CAG-917 sp000437555	Europe
102174	GUT_GENOME133961	MGYG-HGUT-02174	103849	84.0437	NA	15	1	1406	3	MAG	1577285	60	41922	47.26	85.23	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-917;g__CAG-475;s__	Europe
102175	GUT_GENOME134271	MGYG-HGUT-02175	102253	79.39295	55570	13	1	19443	136	MAG	1084208	24	104777	29.42	91.57	0	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-533;s__CAG-533 sp000434495	Europe
102176	GUT_GENOME134382	MGYG-HGUT-02176	103424	78.9865	NA	14	1	2324	2	MAG	2675847	190	25703	45.93	95.35	1.45	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__;s__	Europe
102177	GUT_GENOME134384	MGYG-HGUT-02177	NA	NA	NA	13	1	6409	14	MAG	1254931	48	43532	28.94	74.54	0.22	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__;s__	Europe
102178	GUT_GENOME134977	MGYG-HGUT-02178	NA	NA	NA	14	1	1774	1	MAG	2197502	288	11053	59.73	90.64	0.56	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__;s__	Europe
102179	GUT_GENOME134988	MGYG-HGUT-02179	102564	90.7057	NA	15	0.666666666666667	2274	2	MAG	2310214	85	43243	54.08	90.2	0.95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__CAG-831;s__	Europe
102180	GUT_GENOME135207	MGYG-HGUT-02180	NA	NA	NA	13	1	6959	23	MAG	1424047	19	157809	27.29	77.39	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__	Europe
102181	GUT_GENOME135463	MGYG-HGUT-02181	103194	79.07645	50274	15	1	13191	42	MAG	2554789	36	113106	47.89	99.06	0.38	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Paramuribaculum;s__Paramuribaculum sp000431155	Europe
102182	GUT_GENOME135531	MGYG-HGUT-02182	104509	90.2178	NA	12	1	1359	1	MAG	1344631	55	40842	27.22	84.27	2.97	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-302;g__;s__	Europe
102183	GUT_GENOME135796	MGYG-HGUT-02183	103281	94.1933	NA	NA	NA	2759	3	MAG	1875914	334	7110	59.62	92.41	1.24	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	Europe
102184	GUT_GENOME136010	MGYG-HGUT-02184	103039	95.00845	NA	NA	NA	2350	4	MAG	1823748	285	9080	59.54	88.27	0.81	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	Europe
102185	GUT_GENOME136282	MGYG-HGUT-02185	103818	79.66465	NA	15	1	2520	7	MAG	1270737	243	6424	55.45	80.91	1.09	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-917;g__;s__	Europe
102186	GUT_GENOME136641	MGYG-HGUT-02186	103695	78.9136	NA	15	0.866666666666667	6329	13	MAG	2911793	85	59362	43.34	98.91	1.27	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A;s__Ruminococcus_A sp000432335	Europe
102187	GUT_GENOME136883	MGYG-HGUT-02187	104497	94.72335	NA	NA	NA	1829	1	MAG	2120720	84	48455	59.98	99.19	1.61	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp000434535	Europe
102188	GUT_GENOME136911	MGYG-HGUT-02188	NA	NA	NA	15	1	2167	3	MAG	1545826	163	14713	46.26	90.61	3.23	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-314;g__CAG-1435;s__	Europe
102189	GUT_GENOME136928	MGYG-HGUT-02189	NA	NA	NA	NA	NA	1486	1	MAG	1607182	400	4702	60.14	73.92	2.82	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	Europe
102190	GUT_GENOME137034	MGYG-HGUT-02190	101089	91.8259	27273	14	0.928571428571429	10648	32	MAG	2598727	48	108547	28.79	99.17	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp001916075	Europe
102191	GUT_GENOME137156	MGYG-HGUT-02191	103230	90.45995	13898	15	1	24939	187	MAG	1773949	86	38942	28.44	100	0.11	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-313;g__CAG-313;s__CAG-313 sp000433035	Europe
102192	GUT_GENOME137346	MGYG-HGUT-02192	101212	80.6244	NA	15	1	3366	6	MAG	2487718	61	68178	53.86	98.66	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__	Europe
102193	GUT_GENOME137430	MGYG-HGUT-02193	NA	NA	NA	15	1	2795	4	MAG	1519398	258	7462	50.88	88.99	0.81	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__QANA01;s__	Europe
102194	GUT_GENOME137438	MGYG-HGUT-02194	102159	89.2206	29142	15	0.933333333333333	5965	38	MAG	2597744	53	72957	50.3	97.32	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	Europe
102195	GUT_GENOME137446	MGYG-HGUT-02195	101547	87.00025	NA	15	1	5076	2	MAG	4665652	312	27548	46.71	98.23	3.19	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Emergencia;s__	Europe
102196	GUT_GENOME137451	MGYG-HGUT-02196	103987	79.43425	NA	15	1	2458	2	MAG	2479856	252	14440	54.73	90.65	1.79	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1691;s__	Europe
102197	GUT_GENOME137460	MGYG-HGUT-02197	101301	84.82035	NA	15	1	4367	9	MAG	1418030	99	25436	28.42	96.65	1.07	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Helcococcaceae;g__Parvimonas;s__Parvimonas sp001553085	Europe
102198	GUT_GENOME137467	MGYG-HGUT-02198	103266	93.86475	NA	NA	NA	1819	1	MAG	2069397	181	18251	60	96.37	1.44	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	Europe
102199	GUT_GENOME137474	MGYG-HGUT-02199	101852	79.4423	NA	15	1	1506	2	MAG	1478990	63	29938	51.81	87.03	0.03	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-727;g__UBA11940;s__	Europe
102200	GUT_GENOME137478	MGYG-HGUT-02200	NA	NA	NA	13	1	2502	4	MAG	1363105	105	23437	28.9	91.57	1.69	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__CAG-822;s__CAG-822 sp000432855	Europe
102201	GUT_GENOME137644	MGYG-HGUT-02201	NA	NA	NA	13	1	1367	1	MAG	1369587	48	44066	31.06	77.23	0.94	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__;s__	Europe
102202	GUT_GENOME137657	MGYG-HGUT-02202	104263	79.7035	NA	15	1	13037	16	MAG	2368327	80	53278	51.99	97.66	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea sp900312975	Europe
102203	GUT_GENOME137680	MGYG-HGUT-02203	103989	83.83495	NA	15	1	2389	2	MAG	2806770	44	110379	60.94	97.56	0.96	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	Europe
102204	GUT_GENOME137688	MGYG-HGUT-02204	NA	NA	NA	9	1	1346	1	MAG	1445261	424	3699	56.29	60.31	1.4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__UBA5394;s__	Europe
102205	GUT_GENOME137702	MGYG-HGUT-02205	100873	92.63135	NA	14	1	8783	11	MAG	2092439	79	39865	52.47	99.29	0.47	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__	Europe
102206	GUT_GENOME137833	MGYG-HGUT-02206	101092	94.7864	NA	NA	NA	3704	4	MAG	2033975	181	15123	60.37	92.85	1.08	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	Europe
102207	GUT_GENOME138026	MGYG-HGUT-02207	NA	NA	NA	13	1	1110	1	MAG	1045475	158	9320	32.01	76.75	4.49	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__;s__	Europe
102208	GUT_GENOME138032	MGYG-HGUT-02208	101676	79.00535	NA	12	1	1467	3	MAG	1058803	23	68065	28.2	83.71	1.12	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-302;g__RUG705;s__	Europe
102209	GUT_GENOME138139	MGYG-HGUT-02209	103349	78.90585	NA	13	1	2943	1	MAG	3647221	156	56445	40.21	91.34	4.09	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__CAG-462;s__	Europe
102210	GUT_GENOME138452	MGYG-HGUT-02210	NA	NA	NA	13	1	2497	1	MAG	2586109	507	6719	52.36	82.52	1.9	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	Europe
102211	GUT_GENOME138463	MGYG-HGUT-02211	NA	NA	NA	10	1	1351	1	MAG	1453537	386	4145	67.17	67.08	1.61	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	Europe
102212	GUT_GENOME138467	MGYG-HGUT-02212	101596	83.59505	NA	15	0.933333333333333	2954	1	MAG	3172791	259	18467	45.95	98.17	2.06	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__	Europe
102213	GUT_GENOME138470	MGYG-HGUT-02213	102840	83.7455	NA	12	1	2405	1	MAG	2465575	318	10931	58.01	80.81	2.35	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__	Europe
102214	GUT_GENOME138473	MGYG-HGUT-02214	NA	NA	NA	10	1	1918	1	MAG	2005822	517	4502	46.89	69.98	2.85	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	Europe
102215	GUT_GENOME138767	MGYG-HGUT-02215	102756	93.88205	NA	15	0.933333333333333	3115	1	MAG	3457696	286	17648	44.81	92.7	0.64	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__	Europe
102216	GUT_GENOME138783	MGYG-HGUT-02216	NA	NA	NA	14	1	2471	1	MAG	3003083	149	31314	46.69	96.46	1.32	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	Europe
102217	GUT_GENOME138794	MGYG-HGUT-02217	100063	76.9123	NA	12	1	2270	1	MAG	2456185	475	6148	43.87	87.51	4.61	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Emergencia;s__	Europe
102218	GUT_GENOME138841	MGYG-HGUT-02218	101878	89.27005	149635	15	1	55142	58	MAG	3613635	53	123020	42.48	98.85	0.38	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp000436495	Europe
102219	GUT_GENOME139027	MGYG-HGUT-02219	NA	NA	NA	11	1	2173	1	MAG	2429287	776	3379	61.99	68.13	3.21	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__UBA1731;s__	South America
102220	GUT_GENOME139096	MGYG-HGUT-02220	NA	NA	NA	13	1	2307	6	MAG	735168	96	11885	30.09	92.55	0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__UBA3375;g__UBA3375;s__	South America
102221	GUT_GENOME139119	MGYG-HGUT-02221	100517	78.8447	NA	13	1	2981	3	MAG	2286055	526	5258	46.49	81.85	0.22	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	South America
102222	GUT_GENOME139128	MGYG-HGUT-02222	101248	92.64965	15754	15	0.866666666666667	16911	25	MAG	2243264	222	15484	52.26	96.2	0.63	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__	South America
102223	GUT_GENOME139132	MGYG-HGUT-02223	101300	92.6299	NA	NA	NA	2289	2	MAG	1981557	387	6412	58.95	86.93	2.95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	South America
102224	GUT_GENOME139147	MGYG-HGUT-02224	100022	81.5974	52472	15	1	16505	68	MAG	2335657	39	154007	58.21	100	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	North America
102225	GUT_GENOME139178	MGYG-HGUT-02225	102064	79.24145	NA	10	1	2075	3	MAG	2013827	387	6462	59.68	82.41	1.89	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__	North America
102226	GUT_GENOME139200	MGYG-HGUT-02226	NA	NA	NA	15	1	4454	5	MAG	1764676	434	4728	47.86	74.08	3.16	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__	North America
102227	GUT_GENOME139262	MGYG-HGUT-02227	102019	80.6665	NA	15	1	5505	10	MAG	2038651	51	56172	46.44	97.32	0.67	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__	North America
102228	GUT_GENOME139307	MGYG-HGUT-02228	103987	89.12565	25316	15	0.866666666666667	7396	28	MAG	2797749	28	154444	53.18	97.99	1.34	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1691;s__	North America
102229	GUT_GENOME139388	MGYG-HGUT-02229	103589	84.0625	NA	14	1	2753	1	MAG	2814185	194	22465	61.57	91.53	2.75	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__	North America
102230	GUT_GENOME139392	MGYG-HGUT-02230	104384	79.4118	NA	15	1	4706	4	MAG	2337720	300	10908	43.54	97.99	0.34	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__	North America
102231	GUT_GENOME139424	MGYG-HGUT-02231	104497	95.24735	NA	NA	NA	1949	3	MAG	2098613	107	28548	59.91	96.77	0.81	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	North America
102232	GUT_GENOME139458	MGYG-HGUT-02232	102227	79.81935	NA	15	1	3068	5	MAG	2282853	31	150759	44.49	97.32	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__	North America
102233	GUT_GENOME139568	MGYG-HGUT-02233	104129	85.69325	NA	15	1	19170	24	MAG	2531817	66	75670	59.43	97.99	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__	North America
102234	GUT_GENOME139627	MGYG-HGUT-02234	101315	80.3151	NA	15	1	3372	3	MAG	2915744	144	82096	40.52	95.03	1.07	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_B;s__	South America
102235	GUT_GENOME139634	MGYG-HGUT-02235	100410	78.91815	NA	15	1	1993	2	MAG	1989703	32	102183	35.04	89.74	1.71	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111;s__	South America
102236	GUT_GENOME139637	MGYG-HGUT-02236	102605	86.3657	NA	15	1	6620	23	MAG	1761697	55	45610	32.49	89.74	0.95	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__UBA6984;s__	South America
102237	GUT_GENOME139644	MGYG-HGUT-02237	NA	NA	NA	13	1	1169	2	MAG	1137101	35	49777	30.62	73.29	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-465;g__;s__	South America
102238	GUT_GENOME139646	MGYG-HGUT-02238	102795	90.06245	47228	15	1	8883	19	MAG	1799301	81	29515	60.73	91.95	0.67	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__	South America
102239	GUT_GENOME139647	MGYG-HGUT-02239	NA	NA	NA	12	1	1239	2	MAG	719902	17	82750	27.4	73.03	0	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__;s__	South America
102240	GUT_GENOME139699	MGYG-HGUT-02240	101946	79.0507	NA	13	1	3089	4	MAG	1580436	22	147426	27.02	93.26	2.81	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__UBA11963;s__	South America
102241	GUT_GENOME139700	MGYG-HGUT-02241	NA	NA	NA	13	1	1352	2	MAG	1320271	30	60526	28.9	76.33	2.01	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__;s__	South America
102242	GUT_GENOME139713	MGYG-HGUT-02242	104493	92.54835	65869	15	1	21123	99	MAG	2466093	75	49979	39.02	100	0	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D succinifaciens	South America
